Airbnbid,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2217398,11312158,Manhattan,Kips Bay,40.74262,-73.97945,Entire home/apt,1500,1,0,,,1,0
2217609,11313668,Brooklyn,Williamsburg,40.70046,-73.95133,Private room,45,2,26,2019-03-01,0.68,2,241
2219294,10485182,Manhattan,Upper West Side,40.78835,-73.97257,Entire home/apt,60,1,0,,,1,0
2220959,11330638,Manhattan,Kips Bay,40.73879,-73.98226,Entire home/apt,749,1,0,,,1,0
2221852,12190039,Manhattan,Washington Heights,40.83426,-73.94758,Private room,55,2,17,2018-10-22,0.27,2,34
2222428,11339193,Manhattan,Midtown,40.74364,-73.98303,Entire home/apt,1000,3,0,,,1,0
2222641,11340369,Manhattan,West Village,40.73823,-74.00233,Entire home/apt,165,7,1,2019-06-30,1,1,8
2223082,1446751,Manhattan,Chelsea,40.74502,-74.00429,Entire home/apt,285,2,47,2019-07-01,0.74,1,194
2223247,11111521,Manhattan,Upper East Side,40.77266,-73.95257,Entire home/apt,220,3,20,2019-01-02,0.32,1,31
2223628,11342593,Bronx,Kingsbridge,40.86467,-73.90125,Private room,75,2,11,2015-12-06,0.2,1,365
2224417,4028092,Brooklyn,Bushwick,40.70147,-73.92005,Entire home/apt,120,5,11,2017-09-30,0.27,1,2
2224896,11353904,Manhattan,Upper West Side,40.79476,-73.97299,Entire home/apt,4000,1,0,,,1,0
2227377,11366961,Manhattan,Gramercy,40.73588,-73.98252,Entire home/apt,650,1,0,,,1,0
2228296,11371978,Manhattan,Midtown,40.76402,-73.9777,Entire home/apt,750,4,0,,,1,0
2228840,11375556,Brooklyn,Bushwick,40.70054,-73.92374,Entire home/apt,100,3,10,2019-01-01,0.15,1,10
2230762,11386273,Manhattan,Harlem,40.80922,-73.95306,Private room,95,1,4,2018-07-29,0.11,1,270
2230982,11385753,Manhattan,Financial District,40.70511,-74.00943,Shared room,1000,1,0,,,1,0
2231296,8312378,Manhattan,Greenwich Village,40.72926,-73.9989,Private room,119,2,146,2019-06-24,2.21,2,265
2231814,112879,Brooklyn,Williamsburg,40.70949,-73.94221,Entire home/apt,1200,1,0,,,1,0
2232600,11395220,Manhattan,East Village,40.73215,-73.98821,Entire home/apt,200,1,28,2015-06-08,0.45,1,341
2232697,1726966,Brooklyn,Crown Heights,40.67167,-73.92434,Shared room,48,1,146,2019-07-06,2.21,1,0
2234100,10931680,Manhattan,East Village,40.72672,-73.98851,Shared room,30,30,125,2017-12-31,1.88,1,304
2236458,11418277,Queens,Astoria,40.76437,-73.9195,Entire home/apt,65,4,2,2014-04-21,0.03,1,0
2237032,1589909,Queens,Long Island City,40.74495,-73.95146,Private room,79,15,15,2019-05-23,0.29,2,238
2237063,11313778,Manhattan,Kips Bay,40.74163,-73.97533,Entire home/apt,105,7,22,2019-06-29,0.46,1,121
2237851,5078978,Manhattan,Kips Bay,40.74383,-73.97909,Entire home/apt,420,2,2,2015-09-27,0.04,1,0
2237981,2261678,Manhattan,Upper East Side,40.77331,-73.95067,Entire home/apt,250,1,0,,,1,0
2238300,249753,Brooklyn,Bushwick,40.70422,-73.91405,Entire home/apt,95,5,1,2018-01-06,0.05,1,0
2238389,11430355,Brooklyn,Sunset Park,40.66296,-73.98955,Entire home/apt,290,2,25,2019-04-27,0.39,1,195
2238435,11430909,Manhattan,Harlem,40.81085,-73.94768,Entire home/apt,100,1,0,,,1,0
2240196,11440643,Manhattan,Chelsea,40.75,-73.99637,Entire home/apt,395,3,0,,,1,0
2240661,4660888,Manhattan,Upper East Side,40.77226,-73.95895,Entire home/apt,180,2,2,2015-06-22,0.03,1,0
2243180,11457317,Manhattan,Upper West Side,40.77775,-73.98485,Entire home/apt,380,3,11,2018-08-03,0.18,1,43
2243266,11457662,Brooklyn,Bensonhurst,40.60918,-73.99799,Entire home/apt,40,2,0,,,2,0
2243321,11457662,Brooklyn,Bensonhurst,40.60931,-73.99847,Entire home/apt,45,2,28,2018-01-02,0.43,2,0
2243548,9644281,Manhattan,Lower East Side,40.72082,-73.99028,Entire home/apt,300,1,2,2016-03-13,0.05,1,0
2243699,1483320,Manhattan,Little Italy,40.71895,-73.99793,Entire home/apt,5250,1,0,,,1,0
2243769,11460768,Manhattan,Upper West Side,40.8002,-73.96045,Entire home/apt,1500,1,0,,,1,0
2243962,11461795,Manhattan,Upper West Side,40.79859,-73.9697,Private room,125,2,0,,,1,0
2243984,11461854,Manhattan,West Village,40.73295,-74.00755,Entire home/apt,1500,1,0,,,1,0
2246112,11443640,Manhattan,Upper East Side,40.78158,-73.94808,Entire home/apt,110,1,3,2017-08-29,0.06,1,0
2247803,11333699,Brooklyn,Crown Heights,40.67112,-73.94536,Entire home/apt,105,2,281,2019-06-30,4.29,1,248
2248069,2024924,Brooklyn,Park Slope,40.67232,-73.97879,Private room,45,5,42,2019-06-30,0.64,2,221
2248580,11483903,Manhattan,Greenwich Village,40.73411,-73.99723,Entire home/apt,1000,1,0,,,1,0
2249464,4358264,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94579,Entire home/apt,80,13,109,2019-04-01,1.66,1,15
2249878,470870,Manhattan,Upper West Side,40.78531,-73.96988,Entire home/apt,375,1,0,,,1,0
2249928,2675913,Manhattan,Upper West Side,40.78574,-73.9764,Entire home/apt,1000,1,0,,,1,0
2250170,11492501,Manhattan,Stuyvesant Town,40.73205,-73.98094,Entire home/apt,1500,1,0,,,1,0
2250372,11490872,Manhattan,Kips Bay,40.74422,-73.97822,Entire home/apt,1550,2,0,,,1,0
2250790,11494661,Manhattan,Upper West Side,40.79891,-73.96705,Private room,89,3,7,2019-05-22,0.15,1,10
2251009,4265028,Manhattan,East Village,40.72847,-73.99029,Private room,129,5,1,2016-02-24,0.02,1,0
2252844,11505536,Manhattan,East Village,40.73046,-73.9921,Private room,500,1,0,,,1,0
2253397,11508018,Manhattan,Upper East Side,40.7829,-73.94721,Entire home/apt,500,3,0,,,1,0
2253500,11473727,Manhattan,Tribeca,40.7196,-74.00571,Entire home/apt,250,30,4,2018-11-11,0.06,1,310
2253949,10036249,Manhattan,West Village,40.73341,-74.00791,Entire home/apt,250,1,2,2014-06-26,0.03,1,0
2254388,11512483,Manhattan,Upper East Side,40.78021,-73.95044,Entire home/apt,175,2,5,2016-12-30,0.08,1,0
2254428,11512676,Brooklyn,Bedford-Stuyvesant,40.68835,-73.95568,Private room,40,3,10,2018-01-08,0.16,1,0
2254469,11512908,Manhattan,Upper East Side,40.7732,-73.95082,Entire home/apt,400,2,0,,,1,0
2254541,6060700,Brooklyn,Williamsburg,40.71801,-73.95869,Private room,85,14,1,2014-08-20,0.02,1,0
2254582,3672774,Brooklyn,Clinton Hill,40.68255,-73.96124,Entire home/apt,219,4,21,2019-02-15,0.33,2,31
2254817,9420221,Manhattan,Upper East Side,40.76886,-73.95877,Entire home/apt,130,30,3,2019-06-30,0.39,1,156
2254851,7503643,Brooklyn,Greenpoint,40.72599,-73.94172,Entire home/apt,149,30,4,2019-04-20,0.09,52,330
2255005,7748022,Manhattan,Kips Bay,40.73876,-73.98108,Entire home/apt,100,1,5,2016-03-29,0.12,1,0
2255340,8312378,Manhattan,Greenwich Village,40.72832,-73.99916,Entire home/apt,289,3,41,2019-06-17,0.96,2,247
2255501,11297009,Manhattan,Upper West Side,40.78409,-73.97886,Private room,67,1,21,2018-10-11,0.36,4,331
2255549,735701,Manhattan,Chelsea,40.7444,-73.9994,Entire home/apt,221,2,252,2019-07-06,4.91,1,256
2256519,11523254,Manhattan,Chelsea,40.74344,-73.99826,Entire home/apt,750,2,0,,,1,0
2257064,11526701,Brooklyn,Williamsburg,40.71357,-73.96279,Private room,75,4,3,2016-01-05,0.05,1,0
2257080,3312524,Manhattan,Hell's Kitchen,40.75361,-73.99501,Entire home/apt,350,1,0,,,1,0
2259331,11538076,Manhattan,Battery Park City,40.70517,-74.01753,Entire home/apt,425,2,0,,,1,0
2259719,11539672,Manhattan,SoHo,40.72706,-74.00043,Entire home/apt,200,1,0,,,1,0
2259813,11540028,Manhattan,Chelsea,40.74999,-73.99687,Entire home/apt,1000,3,0,,,1,0
2260029,10683147,Brooklyn,Williamsburg,40.70943,-73.95101,Private room,100,7,0,,,1,0
2260042,11503864,Queens,Astoria,40.76427,-73.91562,Shared room,65,1,0,,,1,0
2260274,11542120,Manhattan,Greenwich Village,40.73532,-73.99473,Private room,1250,1,0,,,1,0
2260595,2027013,Manhattan,East Village,40.72959,-73.98112,Entire home/apt,112,30,22,2019-05-11,0.34,6,244
2261018,9389685,Manhattan,Murray Hill,40.7461,-73.97628,Entire home/apt,175,1,15,2015-09-25,0.29,1,0
2261367,10416706,Brooklyn,Sea Gate,40.57645,-74.01065,Entire home/apt,1485,2,6,2019-06-30,0.24,1,260
2262357,11552512,Queens,Sunnyside,40.74622,-73.92296,Entire home/apt,120,2,5,2019-05-27,0.19,1,81
2262868,11163915,Manhattan,Upper West Side,40.79432,-73.97269,Entire home/apt,150,26,1,2014-08-24,0.02,1,0
2263248,11557572,Manhattan,Kips Bay,40.74438,-73.97965,Entire home/apt,369,2,1,2015-10-01,0.02,1,0
2263265,9989761,Manhattan,Harlem,40.80119,-73.95295,Private room,81,1,133,2019-06-04,2.23,2,13
2265827,11570627,Brooklyn,Williamsburg,40.70868,-73.95343,Private room,89,3,152,2019-06-26,2.67,1,147
2266468,7503643,Brooklyn,Greenpoint,40.72569,-73.94017,Entire home/apt,199,30,3,2019-02-28,0.06,52,127
2267006,7503643,Brooklyn,Greenpoint,40.72537,-73.94076,Entire home/apt,149,30,0,,,52,330
2267177,11576459,Brooklyn,Sunset Park,40.655,-74.00676,Private room,45,2,211,2019-06-23,3.25,1,270
2267692,7503643,Brooklyn,Greenpoint,40.7272,-73.94176,Entire home/apt,149,30,2,2014-08-18,0.03,52,337
2268632,3619427,Queens,Sunnyside,40.73817,-73.92463,Entire home/apt,600,4,0,,,1,0
2268845,1531465,Manhattan,Kips Bay,40.74438,-73.97744,Entire home/apt,400,1,0,,,1,0
2269104,8568891,Queens,Jamaica,40.7095,-73.78828,Private room,65,2,13,2018-07-14,0.22,1,362
2271504,11598359,Brooklyn,Clinton Hill,40.68766,-73.96439,Entire home/apt,6500,1,0,,,1,0
2271792,11599506,Manhattan,Upper West Side,40.78345,-73.97858,Entire home/apt,150,2,48,2016-11-27,0.73,1,0
2272080,11600691,Brooklyn,Gowanus,40.68107,-73.98245,Entire home/apt,265,3,0,,,1,0
2272739,11603608,Manhattan,Greenwich Village,40.7358,-73.99677,Entire home/apt,199,3,8,2015-06-21,0.16,1,0
2272872,5175067,Manhattan,Hell's Kitchen,40.76726,-73.98285,Entire home/apt,395,5,9,2015-11-19,0.19,1,0
2273019,8105524,Manhattan,Upper West Side,40.77018,-73.98643,Entire home/apt,150,1,0,,,1,0
2273613,11607949,Brooklyn,Gowanus,40.67632,-73.99204,Entire home/apt,130,30,28,2019-05-20,0.43,1,297
2273733,8730513,Manhattan,Greenwich Village,40.73357,-73.99767,Private room,175,3,1,2018-05-18,0.07,1,0
2274084,11610321,Manhattan,Kips Bay,40.74215,-73.98018,Entire home/apt,2750,1,0,,,1,0
2274268,11611239,Manhattan,Hell's Kitchen,40.7604,-73.9922,Private room,90,1,170,2019-06-10,2.92,1,255
2276065,9451697,Manhattan,Midtown,40.75225,-73.98725,Entire home/apt,1500,1,0,,,1,0
2276383,11623750,Manhattan,Greenwich Village,40.7335,-73.99834,Entire home/apt,2500,1,0,,,1,0
2277707,11630571,Manhattan,Upper West Side,40.78498,-73.97284,Entire home/apt,350,1,7,2019-01-02,0.14,1,365
2279335,7009234,Brooklyn,Williamsburg,40.71947,-73.9552,Entire home/apt,250,2,3,2015-10-19,0.06,1,0
2281142,1427243,Manhattan,East Village,40.73323,-73.98859,Entire home/apt,3750,1,0,,,1,0
2281147,7580102,Manhattan,Midtown,40.76292,-73.98128,Private room,250,3,6,2019-05-19,0.58,2,170
2282085,2044302,Brooklyn,Williamsburg,40.71969,-73.9583,Entire home/apt,500,1,0,,,1,0
2283001,10532769,Brooklyn,Carroll Gardens,40.68123,-73.99558,Entire home/apt,180,2,97,2019-07-06,1.83,1,24
2283143,11661229,Manhattan,Upper West Side,40.78269,-73.9839,Entire home/apt,800,7,0,,,1,0
2284454,11668649,Manhattan,Upper East Side,40.76904,-73.95435,Entire home/apt,1600,1,0,,,1,0
2284484,11669123,Manhattan,Upper West Side,40.79822,-73.97059,Entire home/apt,85,5,0,,,1,0
2284809,11671329,Brooklyn,Bushwick,40.69982,-73.9249,Private room,49,4,2,2015-12-27,0.04,1,0
2285355,11674823,Manhattan,Upper West Side,40.77859,-73.97964,Entire home/apt,750,1,0,,,1,0
2285440,11675390,Brooklyn,Greenpoint,40.73052,-73.95568,Private room,91,4,106,2019-06-03,2.82,1,113
2285444,11675431,Manhattan,West Village,40.73521,-74.00089,Private room,100,5,8,2019-06-07,0.26,1,0
2288762,11691665,Manhattan,Kips Bay,40.74398,-73.97662,Entire home/apt,152,1,5,2018-01-05,0.14,1,0
2289119,9968385,Brooklyn,Williamsburg,40.71725,-73.96249,Entire home/apt,250,1,0,,,1,0
2289612,11673798,Manhattan,Murray Hill,40.74576,-73.97821,Private room,110,1,227,2019-06-30,3.5,1,239
2291507,11057719,Brooklyn,Williamsburg,40.71558,-73.94881,Private room,73,14,0,,,1,0
2291575,11706506,Queens,Astoria,40.76895,-73.9236,Shared room,300,1,0,,,1,0
2291943,11708656,Manhattan,Upper East Side,40.77477,-73.95503,Entire home/apt,1000,1,0,,,1,0
2292275,11710466,Manhattan,Upper East Side,40.77715,-73.94788,Entire home/apt,135,2,3,2016-06-15,0.06,1,0
2292366,440396,Manhattan,Upper East Side,40.78103,-73.95069,Entire home/apt,75,2,14,2019-06-01,0.33,1,0
2294594,11721588,Manhattan,Midtown,40.76486,-73.97885,Private room,600,1,0,,,1,0
2294663,6509406,Manhattan,Hell's Kitchen,40.75786,-73.99485,Entire home/apt,800,1,0,,,1,0
2296024,2321783,Bronx,Riverdale,40.88579,-73.91599,Entire home/apt,250,7,2,2019-01-02,0.04,1,338
2297029,10974421,Manhattan,Hell's Kitchen,40.76182,-73.99003,Entire home/apt,200,1,8,2016-09-25,0.16,1,0
2297147,10674441,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95607,Private room,75,3,5,2019-01-27,0.08,2,334
2297192,11732741,Manhattan,Financial District,40.70825,-74.00495,Entire home/apt,1000,1,0,,,1,0
2297259,11733037,Brooklyn,Boerum Hill,40.68497,-73.989,Entire home/apt,900,1,0,,,1,365
2297951,7636125,Manhattan,Tribeca,40.72035,-74.00493,Private room,70,14,0,,,1,0
2298373,10149317,Queens,Rego Park,40.72988,-73.85773,Entire home/apt,88,3,33,2019-04-20,0.77,5,262
2298759,11741773,Manhattan,Hell's Kitchen,40.76774,-73.98503,Entire home/apt,425,1,0,,,1,0
2299633,11747009,Manhattan,Theater District,40.76096,-73.98646,Entire home/apt,975,2,1,2015-10-09,0.02,1,0
2301258,11753837,Brooklyn,Park Slope,40.67262,-73.97351,Entire home/apt,305,10,8,2018-08-11,0.12,1,30
2303436,11762397,Manhattan,Lower East Side,40.72153,-73.99331,Entire home/apt,220,2,146,2019-06-30,3.45,1,112
2303583,11764444,Manhattan,Hell's Kitchen,40.76532,-73.99061,Entire home/apt,150,1,11,2018-07-01,0.26,1,0
2305025,7714918,Brooklyn,Bushwick,40.70544,-73.92192,Private room,49,4,4,2015-03-11,0.07,2,8
2305170,11774081,Brooklyn,Bay Ridge,40.62455,-74.02756,Entire home/apt,86,2,0,,,1,0
2305890,11778114,Brooklyn,Flatbush,40.63449,-73.95742,Entire home/apt,140,1,141,2019-07-01,2.41,1,307
2308802,11790431,Queens,Kew Gardens Hills,40.72664,-73.82795,Entire home/apt,86,1,52,2019-07-01,0.79,1,53
2309363,11793333,Manhattan,Upper West Side,40.78263,-73.97415,Entire home/apt,650,2,30,2016-06-02,0.47,1,0
2309559,11254580,Manhattan,East Village,40.73259,-73.98681,Entire home/apt,350,1,0,,,1,0
2309873,11796166,Manhattan,Upper East Side,40.77469,-73.96327,Entire home/apt,225,2,3,2017-07-30,0.09,1,88
2310008,5019619,Manhattan,Chinatown,40.71627,-73.99404,Private room,75,1,4,2015-02-22,0.06,1,0
2310445,10973455,Manhattan,Chelsea,40.74935,-73.99723,Entire home/apt,150,1,49,2019-06-16,0.75,1,0
2310542,7317241,Manhattan,Harlem,40.82016,-73.94559,Private room,199,3,1,2019-05-16,0.56,1,0
2310594,4148248,Brooklyn,Williamsburg,40.70972,-73.93864,Entire home/apt,95,4,204,2019-06-16,3.1,2,22
2310791,3689829,Brooklyn,Clinton Hill,40.68583,-73.96558,Entire home/apt,200,2,110,2019-06-24,1.73,1,51
2314392,11774035,Manhattan,Upper West Side,40.7803,-73.98347,Entire home/apt,200,3,45,2019-04-06,0.73,1,346
2314398,11246260,Brooklyn,Cobble Hill,40.68554,-73.99499,Entire home/apt,175,7,32,2019-06-02,0.5,1,24
2314553,7503643,Brooklyn,Greenpoint,40.72727,-73.93986,Entire home/apt,129,30,3,2019-05-24,0.08,52,365
2314589,305132,Brooklyn,Williamsburg,40.70771,-73.94344,Entire home/apt,200,3,13,2017-01-01,0.22,1,0
2318126,6165258,Manhattan,Harlem,40.80269,-73.94637,Private room,60,3,11,2018-01-01,0.18,3,365
2319588,11845040,Manhattan,Financial District,40.70583,-74.00612,Private room,130,7,0,,,1,157
2320028,11847492,Manhattan,East Harlem,40.7916,-73.94686,Private room,115,3,242,2019-06-17,3.69,1,55
2320581,1639277,Manhattan,West Village,40.73374,-74.00121,Private room,135,2,80,2019-07-03,1.22,1,296
2322189,11861244,Manhattan,Upper East Side,40.76225,-73.96165,Private room,300,1,0,,,1,0
2323502,3976338,Queens,Ridgewood,40.70206,-73.90936,Private room,59,3,106,2019-07-01,1.61,1,87
2323714,5714455,Brooklyn,Clinton Hill,40.68568,-73.96244,Entire home/apt,196,2,232,2019-07-07,4.31,1,261
2325144,11876825,Brooklyn,Bushwick,40.69856,-73.93162,Private room,128,3,52,2018-01-06,0.8,1,219
2329047,9754117,Manhattan,Upper West Side,40.77794,-73.97699,Entire home/apt,400,1,0,,,1,0
2329807,11894522,Manhattan,Theater District,40.76054,-73.98508,Entire home/apt,200,30,11,2018-09-16,0.18,1,363
2331148,3627104,Manhattan,Lower East Side,40.72171,-73.99053,Entire home/apt,180,5,13,2019-03-05,0.22,1,0
2331154,4467316,Brooklyn,Williamsburg,40.70874,-73.93818,Private room,60,30,16,2019-07-05,0.28,2,190
2331929,11910223,Brooklyn,Williamsburg,40.71216,-73.94612,Private room,70,90,2,2014-08-31,0.03,1,264
2332284,8873749,Manhattan,Washington Heights,40.84966,-73.93945,Private room,40,2,76,2019-04-07,1.29,1,291
2332880,11915544,Brooklyn,Prospect-Lefferts Gardens,40.65747,-73.95798,Entire home/apt,250,5,7,2017-08-01,0.11,1,195
2333141,11917311,Brooklyn,Crown Heights,40.67026,-73.92587,Entire home/apt,80,2,17,2018-03-07,0.39,1,0
2334411,11280333,Manhattan,Harlem,40.81128,-73.94117,Entire home/apt,85,3,82,2019-06-30,1.38,1,35
2339096,11947308,Manhattan,Chinatown,40.7159,-73.99059,Private room,70,1,196,2018-09-17,3.03,1,0
2345266,11976770,Brooklyn,Williamsburg,40.70941,-73.9522,Private room,55,5,4,2016-09-06,0.08,1,0
2346089,11981562,Brooklyn,Bedford-Stuyvesant,40.6901,-73.94524,Private room,60,2,0,,,1,0
2346106,6771815,Brooklyn,Greenpoint,40.73421,-73.95698,Private room,100,2,9,2015-05-04,0.14,1,0
2346296,10792303,Brooklyn,Williamsburg,40.71165,-73.96716,Private room,73,10,19,2019-04-23,0.3,1,13
2346335,10672341,Brooklyn,Crown Heights,40.66732,-73.95794,Entire home/apt,145,2,0,,,2,0
2346416,11983859,Queens,Astoria,40.76315,-73.92617,Private room,65,2,183,2019-06-10,2.82,1,146
2349715,11998560,Brooklyn,Crown Heights,40.67286,-73.92566,Entire home/apt,162,1,75,2019-06-08,1.2,2,103
2349737,11722972,Queens,Rego Park,40.73243,-73.86773,Entire home/apt,275,30,9,2017-08-03,0.14,1,342
2350883,1334808,Brooklyn,Williamsburg,40.71338,-73.95738,Private room,56,12,0,,,2,0
2356082,6970733,Manhattan,Greenwich Village,40.72946,-74.00189,Entire home/apt,200,2,26,2017-10-22,0.55,1,0
2359340,3793026,Manhattan,Hell's Kitchen,40.76349,-73.98985,Entire home/apt,250,5,176,2018-10-08,2.72,1,0
2361020,5535265,Brooklyn,Bedford-Stuyvesant,40.68172,-73.93236,Entire home/apt,500,1,11,2015-10-20,0.19,1,365
2361323,12059266,Brooklyn,Crown Heights,40.67935,-73.9633,Entire home/apt,120,30,14,2018-07-21,0.22,1,108
2362306,10283677,Brooklyn,Flatbush,40.65173,-73.96035,Private room,55,3,8,2018-10-25,0.36,1,0
2362357,2768182,Brooklyn,South Slope,40.66468,-73.98777,Private room,59,1,126,2019-06-01,2.15,4,22
2365645,7881738,Brooklyn,Williamsburg,40.711,-73.95403,Entire home/apt,99,1,1,2016-01-12,0.02,1,0
2367089,12092726,Manhattan,Upper East Side,40.78092,-73.95162,Entire home/apt,155,1,75,2017-02-19,1.3,1,0
2368021,12098551,Manhattan,Kips Bay,40.73997,-73.98137,Entire home/apt,200,3,4,2015-10-13,0.08,2,0
2368214,7708014,Manhattan,Civic Center,40.71654,-74.00138,Private room,60,4,23,2017-09-15,0.35,1,0
2371632,10721506,Queens,Ozone Park,40.67657,-73.84083,Entire home/apt,85,3,106,2019-06-27,1.66,1,238
2371794,2588427,Manhattan,SoHo,40.72541,-74.01015,Private room,150,3,30,2019-01-02,0.48,2,4
2372740,12120448,Queens,Ridgewood,40.70375,-73.9094,Private room,45,2,27,2019-05-15,0.42,1,190
2373238,12123995,Manhattan,Hell's Kitchen,40.76046,-73.99131,Entire home/apt,200,2,53,2019-07-04,2.51,2,223
2374228,12129877,Brooklyn,Crown Heights,40.6738,-73.93985,Entire home/apt,120,2,193,2019-07-01,2.97,2,292
2376206,12140561,Manhattan,Hell's Kitchen,40.76394,-73.99448,Entire home/apt,100,1,0,,,1,4
2377514,12145783,Manhattan,East Harlem,40.80021,-73.94142,Entire home/apt,195,4,137,2019-07-01,2.13,2,233
2379865,12157737,Brooklyn,Crown Heights,40.67343,-73.96291,Private room,38,3,0,,,1,0
2380403,1226950,Brooklyn,Crown Heights,40.6769,-73.9513,Private room,75,2,0,,,1,0
2381302,12126255,Brooklyn,Bensonhurst,40.61518,-73.98874,Entire home/apt,76,30,28,2018-11-07,0.44,1,282
2383233,10674441,Brooklyn,Bedford-Stuyvesant,40.69392,-73.95446,Entire home/apt,175,27,0,,,2,148
2385344,179296,Brooklyn,Greenpoint,40.73334,-73.95478,Entire home/apt,500,3,74,2019-06-24,1.17,1,364
2385779,12186466,Brooklyn,Bedford-Stuyvesant,40.68843,-73.93678,Entire home/apt,179,3,149,2019-07-04,2.33,1,242
2391204,8452639,Brooklyn,Flatbush,40.64846,-73.96186,Private room,200,1,30,2019-05-19,0.5,3,362
2392051,132244,Manhattan,Lower East Side,40.71762,-73.98334,Entire home/apt,400,7,0,,,1,365
2392296,10510181,Bronx,Kingsbridge,40.88437,-73.89746,Shared room,32,2,6,2016-09-22,0.16,1,83
2392301,173997,Brooklyn,Williamsburg,40.7106,-73.95325,Private room,50,3,16,2016-07-11,0.25,2,0
2392814,12223914,Manhattan,Lower East Side,40.71968,-73.98726,Private room,75,1,0,,,1,0
2396867,12245536,Manhattan,Harlem,40.82039,-73.95514,Private room,40,1,5,2016-01-03,0.08,2,0
2399434,3992566,Brooklyn,Bushwick,40.70054,-73.92954,Private room,62,21,39,2019-05-23,0.65,3,110
2400010,1177497,Brooklyn,Clinton Hill,40.69045,-73.96762,Private room,239,1,16,2019-05-19,0.28,11,363
2400614,2297544,Brooklyn,Williamsburg,40.71919,-73.9418,Entire home/apt,179,5,22,2019-07-01,0.37,1,336
2404708,12290324,Brooklyn,Williamsburg,40.71952,-73.96281,Entire home/apt,250,5,21,2019-03-28,0.35,1,284
2405505,12294891,Manhattan,West Village,40.73618,-74.00256,Entire home/apt,400,5,8,2017-12-10,0.13,1,35
2407196,5905011,Manhattan,Harlem,40.81904,-73.94325,Private room,98,2,182,2019-06-23,2.85,1,312
